"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"

"M","55 A 59","PERÚ",2021,12,"LA ARAUCANÍA","8","","1","1",9

"M","55 A 59","PERÚ",2021,13,"LOS RÍOS","3","","","",3

"M","55 A 59","PERÚ",2021,14,"LOS LAGOS","13","3","","3",16

"M","55 A 59","PERÚ",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","5","1","","1",6

"M","55 A 59","PERÚ",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","5","3","","3",8

"M","55 A 59","PERÚ",2021,17,"REGIÓN IGNORADA","","88","17","105",105

"M","55 A 59","PERÚ",2022,1,"ARICA Y PARINACOTA","241","84","3","87",328

"M","55 A 59","PERÚ",2022,2,"TARAPACÁ","510","60","","60",570

"M","55 A 59","PERÚ",2022,3,"ANTOFAGASTA","394","50","3","53",447

"M","55 A 59","PERÚ",2022,4,"ATACAMA","51","5","","5",56

"M","55 A 59","PERÚ",2022,5,"COQUIMBO","72","8","1","9",81

"M","55 A 59","PERÚ",2022,6,"VALPARAÍSO","124","20","3","23",147

"M","55 A 59","PERÚ",2022,7,"METROPOLITANA DE SANTIAGO","6084","635","27","662",6746

"M","55 A 59","PERÚ",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","47","13","3","16",63

"M","55 A 59","PERÚ",2022,9,"MAULE","15","10","","10",25

"M","55 A 59","PERÚ",2022,10,"ÑUBLE","5","2","","2",7

"M","55 A 59","PERÚ",2022,11,"BIOBÍO","32","9","2","11",43

"M","55 A 59","PERÚ",2022,12,"LA ARAUCANÍA","10","1","1","2",12

"M","55 A 59","PERÚ",2022,13,"LOS RÍOS","3","1","","1",4

"M","55 A 59","PERÚ",2022,14,"LOS LAGOS","15","5","","5",20

"M","55 A 59","PERÚ",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","6","1","","1",7

"M","55 A 59","PERÚ",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","6","1","","1",7

"M","55 A 59","PERÚ",2022,17,"REGIÓN IGNORADA","","53","30","83",83

"M","55 A 59","PERÚ",2023,1,"ARICA Y PARINACOTA","259","56","2","58",317

"M","55 A 59","PERÚ",2023,2,"TARAPACÁ","531","73","2","75",606

"M","55 A 59","PERÚ",2023,3,"ANTOFAGASTA","434","48","2","50",484

"M","55 A 59","PERÚ",2023,4,"ATACAMA","53","8","1","9",62

"M","55 A 59","PERÚ",2023,5,"COQUIMBO","83","9","1","10",93

"M","55 A 59","PERÚ",2023,6,"VALPARAÍSO","147","23","2","25",172

"M","55 A 59","PERÚ",2023,7,"METROPOLITANA DE SANTIAGO","6506","710","35","745",7251

"M","55 A 59","PERÚ",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","53","17","3","20",73

"M","55 A 59","PERÚ",2023,9,"MAULE","13","7","","7",20

"M","55 A 59","PERÚ",2023,10,"ÑUBLE","9","2","1","3",12

"M","55 A 59","PERÚ",2023,11,"BIOBÍO","34","9","3","12",46

"M","55 A 59","PERÚ",2023,12,"LA ARAUCANÍA","14","1","","1",15

"M","55 A 59","PERÚ",2023,13,"LOS RÍOS","5","2","","2",7

"M","55 A 59","PERÚ",2023,14,"LOS LAGOS","15","4","","4",19

"M","55 A 59","PERÚ",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","6","1","","1",7

"M","55 A 59","PERÚ",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","9","1","","1",10

"M","55 A 59","PERÚ",2023,17,"REGIÓN IGNORADA","","40","32","72",72

"M","55 A 59","R. DOMINICANA",2018,1,"ARICA Y PARINACOTA","3","","","",3

"M","55 A 59","R. DOMINICANA",2018,2,"TARAPACÁ","2","","","",2

"M","55 A 59","R. DOMINICANA",2018,3,"ANTOFAGASTA","2","2","","2",4

"M","55 A 59","R. DOMINICANA",2018,4,"ATACAMA","1","2","","2",3

"M","55 A 59","R. DOMINICANA",2018,5,"COQUIMBO","4","","","",4

"M","55 A 59","R. DOMINICANA",2018,6,"VALPARAÍSO","2","1","1","2",4

"M","55 A 59","R. DOMINICANA",2018,7,"METROPOLITANA DE SANTIAGO","139","36","1","37",176

"M","55 A 59","R. DOMINICANA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","1","","1",1

"M","55 A 59","R. DOMINICANA",2018,11,"BIOBÍO","2","","","",2

"M","55 A 59","R. DOMINICANA",2018,12,"LA ARAUCANÍA","2","","","",2

"M","55 A 59","R. DOMINICANA",2018,14,"LOS LAGOS","","3","","3",3

"M","55 A 59","R. DOMINICANA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","55 A 59","R. DOMINICANA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","5","3","","3",8

"M","55 A 59","R. DOMINICANA",2018,17,"REGIÓN IGNORADA","","1","","1",1

"M","55 A 59","R. DOMINICANA",2019,1,"ARICA Y PARINACOTA","3","","","",3

"M","55 A 59","R. DOMINICANA",2019,2,"TARAPACÁ","2","","","",2

"M","55 A 59","R. DOMINICANA",2019,3,"ANTOFAGASTA","","1","","1",1

"M","55 A 59","R. DOMINICANA",2019,4,"ATACAMA","1","2","","2",3

"M","55 A 59","R. DOMINICANA",2019,5,"COQUIMBO","3","","","",3

"M","55 A 59","R. DOMINICANA",2019,6,"VALPARAÍSO","3","","1","1",4

"M","55 A 59","R. DOMINICANA",2019,7,"METROPOLITANA DE SANTIAGO","174","47","2","49",223

"M","55 A 59","R. DOMINICANA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","55 A 59","R. DOMINICANA",2019,11,"BIOBÍO","3","1","","1",4

"M","55 A 59","R. DOMINICANA",2019,12,"LA ARAUCANÍA","2","","","",2

"M","55 A 59","R. DOMINICANA",2019,14,"LOS LAGOS","","1","","1",1

"M","55 A 59","R. DOMINICANA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","55 A 59","R. DOMINICANA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","4","2","","2",6

"M","55 A 59","R. DOMINICANA",2019,17,"REGIÓN IGNORADA","","8","8","16",16

"M","55 A 59","R. DOMINICANA",2020,1,"ARICA Y PARINACOTA","3","","","",3

"M","55 A 59","R. DOMINICANA",2020,2,"TARAPACÁ","3","1","","1",4

"M","55 A 59","R. DOMINICANA",2020,3,"ANTOFAGASTA","1","1","","1",2

"M","55 A 59","R. DOMINICANA",2020,4,"ATACAMA","2","","1","1",3

"M","55 A 59","R. DOMINICANA",2020,5,"COQUIMBO","6","1","1","2",8

"M","55 A 59","R. DOMINICANA",2020,6,"VALPARAÍSO","4","","1","1",5

"M","55 A 59","R. DOMINICANA",2020,7,"METROPOLITANA DE SANTIAGO","197","54","5","59",256

"M","55 A 59","R. DOMINICANA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","55 A 59","R. DOMINICANA",2020,10,"ÑUBLE","1","","","",1

"M","55 A 59","R. DOMINICANA",2020,11,"BIOBÍO","5","1","","1",6

"M","55 A 59","R. DOMINICANA",2020,12,"LA ARAUCANÍA","2","","","",2

"M","55 A 59","R. DOMINICANA",2020,14,"LOS LAGOS","","1","","1",1

"M","55 A 59","R. DOMINICANA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","1","","1",2

"M","55 A 59","R. DOMINICANA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","6","1","","1",7

"M","55 A 59","R. DOMINICANA",2020,17,"REGIÓN IGNORADA","","1","8","9",9

"M","55 A 59","R. DOMINICANA",2021,1,"ARICA Y PARINACOTA","3","","","",3

"M","55 A 59","R. DOMINICANA",2021,2,"TARAPACÁ","4","2","","2",6

"M","55 A 59","R. DOMINICANA",2021,3,"ANTOFAGASTA","1","1","","1",2

"M","55 A 59","R. DOMINICANA",2021,4,"ATACAMA","1","","1","1",2

"M","55 A 59","R. DOMINICANA",2021,5,"COQUIMBO","7","2","","2",9

"M","55 A 59","R. DOMINICANA",2021,6,"VALPARAÍSO","6","1","","1",7

"M","55 A 59","R. DOMINICANA",2021,7,"METROPOLITANA DE SANTIAGO","237","73","4","77",314

"M","55 A 59","R. DOMINICANA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","","",2

"M","55 A 59","R. DOMINICANA",2021,10,"ÑUBLE","1","","","",1

"M","55 A 59","R. DOMINICANA",2021,11,"BIOBÍO","6","1","","1",7

"M","55 A 59","R. DOMINICANA",2021,12,"LA ARAUCANÍA","1","1","","1",2

"M","55 A 59","R. DOMINICANA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"M","55 A 59","R. DOMINICANA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","7","2","","2",9

"M","55 A 59","R. DOMINICANA",2021,17,"REGIÓN IGNORADA","","5","10","15",15

"M","55 A 59","R. DOMINICANA",2022,1,"ARICA Y PARINACOTA","4","1","","1",5

"M","55 A 59","R. DOMINICANA",2022,2,"TARAPACÁ","5","1","","1",6

"M","55 A 59","R. DOMINICANA",2022,3,"ANTOFAGASTA","3","3","","3",6

"M","55 A 59","R. DOMINICANA",2022,4,"ATACAMA","3","1","1","2",5

"M","55 A 59","R. DOMINICANA",2022,5,"COQUIMBO","8","2","","2",10

"M","55 A 59","R. DOMINICANA",2022,6,"VALPARAÍSO","9","1","1","2",11

"M","55 A 59","R. DOMINICANA",2022,7,"METROPOLITANA DE SANTIAGO","290","79","5","84",374

"M","55 A 59","R. DOMINICANA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","","",2

"M","55 A 59","R. DOMINICANA",2022,9,"MAULE","","1","","1",1

"M","55 A 59","R. DOMINICANA",2022,10,"ÑUBLE","1","","","",1

"M","55 A 59","R. DOMINICANA",2022,11,"BIOBÍO","6","1","","1",7

"M","55 A 59","R. DOMINICANA",2022,12,"LA ARAUCANÍA","2","1","","1",3

"M","55 A 59","R. DOMINICANA",2022,14,"LOS LAGOS","","2","","2",2

"M","55 A 59","R. DOMINICANA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","8","1","","1",9

"M","55 A 59","R. DOMINICANA",2022,17,"REGIÓN IGNORADA","","6","26","32",32

"M","55 A 59","R. DOMINICANA",2023,1,"ARICA Y PARINACOTA","4","2","","2",6

"M","55 A 59","R. DOMINICANA",2023,2,"TARAPACÁ","7","3","","3",10

"M","55 A 59","R. DOMINICANA",2023,3,"ANTOFAGASTA","8","4","","4",12

"M","55 A 59","R. DOMINICANA",2023,4,"ATACAMA","4","2","","2",6

"M","55 A 59","R. DOMINICANA",2023,5,"COQUIMBO","10","2","2","4",14

"M","55 A 59","R. DOMINICANA",2023,6,"VALPARAÍSO","11","3","2","5",16

"M","55 A 59","R. DOMINICANA",2023,7,"METROPOLITANA DE SANTIAGO","321","94","20","114",435

"M","55 A 59","R. DOMINICANA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","3","1","","1",4

"M","55 A 59","R. DOMINICANA",2023,9,"MAULE","1","1","","1",2

"M","55 A 59","R. DOMINICANA",2023,10,"ÑUBLE","1","1","1","2",3

"M","55 A 59","R. DOMINICANA",2023,11,"BIOBÍO","4","","","",4

"M","55 A 59","R. DOMINICANA",2023,12,"LA ARAUCANÍA","1","1","","1",2

"M","55 A 59","R. DOMINICANA",2023,13,"LOS RÍOS","","","1","1",1

"M","55 A 59","R. DOMINICANA",2023,14,"LOS LAGOS","1","3","1","4",5

"M","55 A 59","R. DOMINICANA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","55 A 59","R. DOMINICANA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","8","1","1","2",10

"M","55 A 59","R. DOMINICANA",2023,17,"REGIÓN IGNORADA","","11","20","31",31

"M","55 A 59","URUGUAY",2018,1,"ARICA Y PARINACOTA","1","","","",1

"M","55 A 59","URUGUAY",2018,2,"TARAPACÁ","4","","","",4

"M","55 A 59","URUGUAY",2018,3,"ANTOFAGASTA","2","","","",2

"M","55 A 59","URUGUAY",2018,5,"COQUIMBO","4","","","",4

"M","55 A 59","URUGUAY",2018,6,"VALPARAÍSO","18","1","","1",19

"M","55 A 59","URUGUAY",2018,7,"METROPOLITANA DE SANTIAGO","84","6","","6",90

"M","55 A 59","URUGUAY",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","5","","","",5

"M","55 A 59","URUGUAY",2018,9,"MAULE","1","","","",1

"M","55 A 59","URUGUAY",2018,10,"ÑUBLE","1","","","",1

"M","55 A 59","URUGUAY",2018,11,"BIOBÍO","2","","","",2

"M","55 A 59","URUGUAY",2018,12,"LA ARAUCANÍA","3","","1","1",4

"M","55 A 59","URUGUAY",2018,13,"LOS RÍOS","2","","","",2

"M","55 A 59","URUGUAY",2018,14,"LOS LAGOS","1","","","",1

"M","55 A 59","URUGUAY",2018,17,"REGIÓN IGNORADA","","2","","2",2

"M","55 A 59","URUGUAY",2019,1,"ARICA Y PARINACOTA","1","","","",1

"M","55 A 59","URUGUAY",2019,2,"TARAPACÁ","2","","","",2

"M","55 A 59","URUGUAY",2019,3,"ANTOFAGASTA","2","","","",2

"M","55 A 59","URUGUAY",2019,5,"COQUIMBO","3","","","",3

"M","55 A 59","URUGUAY",2019,6,"VALPARAÍSO","19","2","","2",21

"M","55 A 59","URUGUAY",2019,7,"METROPOLITANA DE SANTIAGO","97","7","","7",104

"M","55 A 59","URUGUAY",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","6","","","",6

"M","55 A 59","URUGUAY",2019,9,"MAULE","3","","","",3

"M","55 A 59","URUGUAY",2019,10,"ÑUBLE","1","","","",1

"M","55 A 59","URUGUAY",2019,11,"BIOBÍO","3","1","","1",4

"M","55 A 59","URUGUAY",2019,12,"LA ARAUCANÍA","4","1","1","2",6

"M","55 A 59","URUGUAY",2019,13,"LOS RÍOS","2","","","",2

"M","55 A 59","URUGUAY",2019,14,"LOS LAGOS","2","","","",2

"M","55 A 59","URUGUAY",2019,17,"REGIÓN IGNORADA","","1","","1",1

"M","55 A 59","URUGUAY",2020,1,"ARICA Y PARINACOTA","2","","","",2

"M","55 A 59","URUGUAY",2020,2,"TARAPACÁ","1","","","",1

"M","55 A 59","URUGUAY",2020,3,"ANTOFAGASTA","3","","","",3

"M","55 A 59","URUGUAY",2020,5,"COQUIMBO","4","","","",4

"M","55 A 59","URUGUAY",2020,6,"VALPARAÍSO","17","2","","2",19

"M","55 A 59","URUGUAY",2020,7,"METROPOLITANA DE SANTIAGO","100","8","3","11",111

"M","55 A 59","URUGUAY",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","5","","","",5

"M","55 A 59","URUGUAY",2020,9,"MAULE","3","","","",3

"M","55 A 59","URUGUAY",2020,11,"BIOBÍO","6","","","",6

"M","55 A 59","URUGUAY",2020,12,"LA ARAUCANÍA","3","1","1","2",5

"M","55 A 59","URUGUAY",2020,13,"LOS RÍOS","1","","","",1

"M","55 A 59","URUGUAY",2020,14,"LOS LAGOS","3","","","",3

"M","55 A 59","URUGUAY",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","55 A 59","URUGUAY",2020,17,"REGIÓN IGNORADA","","1","","1",1

"M","55 A 59","URUGUAY",2021,1,"ARICA Y PARINACOTA","1","","","",1

"M","55 A 59","URUGUAY",2021,2,"TARAPACÁ","1","","","",1

"M","55 A 59","URUGUAY",2021,3,"ANTOFAGASTA","3","","","",3

"M","55 A 59","URUGUAY",2021,5,"COQUIMBO","3","","","",3

"M","55 A 59","URUGUAY",2021,6,"VALPARAÍSO","21","1","","1",22

"M","55 A 59","URUGUAY",2021,7,"METROPOLITANA DE SANTIAGO","107","10","2","12",119

"M","55 A 59","URUGUAY",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","4","","","",4

"M","55 A 59","URUGUAY",2021,9,"MAULE","4","","","",4

"M","55 A 59","URUGUAY",2021,11,"BIOBÍO","8","1","","1",9

"M","55 A 59","URUGUAY",2021,12,"LA ARAUCANÍA","2","1","1","2",4

"M","55 A 59","URUGUAY",2021,13,"LOS RÍOS","1","","","",1

"M","55 A 59","URUGUAY",2021,14,"LOS LAGOS","4","","","",4

"M","55 A 59","URUGUAY",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","55 A 59","URUGUAY",2022,1,"ARICA Y PARINACOTA","1","","","",1

"M","55 A 59","URUGUAY",2022,3,"ANTOFAGASTA","2","","","",2

"M","55 A 59","URUGUAY",2022,5,"COQUIMBO","4","","","",4

"M","55 A 59","URUGUAY",2022,6,"VALPARAÍSO","22","2","","2",24

"M","55 A 59","URUGUAY",2022,7,"METROPOLITANA DE SANTIAGO","117","8","1","9",126

"M","55 A 59","URUGUAY",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","3","","","",3

"M","55 A 59","URUGUAY",2022,9,"MAULE","6","","","",6

"M","55 A 59","URUGUAY",2022,10,"ÑUBLE","1","","","",1

"M","55 A 59","URUGUAY",2022,11,"BIOBÍO","8","1","","1",9

"M","55 A 59","URUGUAY",2022,12,"LA ARAUCANÍA","2","1","","1",3

"M","55 A 59","URUGUAY",2022,13,"LOS RÍOS","1","","","",1

"M","55 A 59","URUGUAY",2022,14,"LOS LAGOS","9","","","",9

"M","55 A 59","URUGUAY",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"M","55 A 59","URUGUAY",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","55 A 59","URUGUAY",2023,1,"ARICA Y PARINACOTA","1","","","",1

"M","55 A 59","URUGUAY",2023,3,"ANTOFAGASTA","3","","","",3

"M","55 A 59","URUGUAY",2023,5,"COQUIMBO","3","","","",3

"M","55 A 59","URUGUAY",2023,6,"VALPARAÍSO","23","3","","3",26

"M","55 A 59","URUGUAY",2023,7,"METROPOLITANA DE SANTIAGO","129","6","1","7",136

"M","55 A 59","URUGUAY",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","5","","","",5

"M","55 A 59","URUGUAY",2023,9,"MAULE","6","","","",6

"M","55 A 59","URUGUAY",2023,10,"ÑUBLE","1","","","",1

"M","55 A 59","URUGUAY",2023,11,"BIOBÍO","9","1","","1",10

"M","55 A 59","URUGUAY",2023,12,"LA ARAUCANÍA","4","","","",4

"M","55 A 59","URUGUAY",2023,13,"LOS RÍOS","1","","","",1

"M","55 A 59","URUGUAY",2023,14,"LOS LAGOS","9","","","",9

"M","55 A 59","URUGUAY",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","55 A 59","URUGUAY",2023,17,"REGIÓN IGNORADA","","1","","1",1

"M","55 A 59","VENEZUELA",2018,1,"ARICA Y PARINACOTA","2","10","","10",12

"M","55 A 59","VENEZUELA",2018,2,"TARAPACÁ","5","24","","24",29

"M","55 A 59","VENEZUELA",2018,3,"ANTOFAGASTA","12","27","","27",39

"M","55 A 59","VENEZUELA",2018,4,"ATACAMA","5","22","","22",27

"M","55 A 59","VENEZUELA",2018,5,"COQUIMBO","15","42","","42",57

"M","55 A 59","VENEZUELA",2018,6,"VALPARAÍSO","37","189","4","193",230

"M","55 A 59","VENEZUELA",2018,7,"METROPOLITANA DE SANTIAGO","661","1641","39","1680",2341

"M","55 A 59","VENEZUELA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","26","76","","76",102

"M","55 A 59","VENEZUELA",2018,9,"MAULE","20","107","1","108",128

"M","55 A 59","VENEZUELA",2018,10,"ÑUBLE","5","18","1","19",24

"M","55 A 59","VENEZUELA",2018,11,"BIOBÍO","16","98","","98",114

"M","55 A 59","VENEZUELA",2018,12,"LA ARAUCANÍA","11","29","1","30",41

"M","55 A 59","VENEZUELA",2018,13,"LOS RÍOS","3","10","","10",13

"M","55 A 59","VENEZUELA",2018,14,"LOS LAGOS","8","64","","64",72

"M","55 A 59","VENEZUELA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","4","","4",5

"M","55 A 59","VENEZUELA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","10","","10",11

"M","55 A 59","VENEZUELA",2018,17,"REGIÓN IGNORADA","","1540","1","1541",1541

"M","55 A 59","VENEZUELA",2019,1,"ARICA Y PARINACOTA","3","32","","32",35

"M","55 A 59","VENEZUELA",2019,2,"TARAPACÁ","5","44","4","48",53

"M","55 A 59","VENEZUELA",2019,3,"ANTOFAGASTA","13","76","2","78",91

"M","55 A 59","VENEZUELA",2019,4,"ATACAMA","6","41","","41",47

"M","55 A 59","VENEZUELA",2019,5,"COQUIMBO","16","109","6","115",131

"M","55 A 59","VENEZUELA",2019,6,"VALPARAÍSO","41","385","13","398",439

"M","55 A 59","VENEZUELA",2019,7,"METROPOLITANA DE SANTIAGO","707","3464","74","3538",4245

"M","55 A 59","VENEZUELA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","26","163","2","165",191

"M","55 A 59","VENEZUELA",2019,9,"MAULE","22","203","3","206",228

"M","55 A 59","VENEZUELA",2019,10,"ÑUBLE","6","45","","45",51

"M","55 A 59","VENEZUELA",2019,11,"BIOBÍO","14","226","6","232",246

"M","55 A 59","VENEZUELA",2019,12,"LA ARAUCANÍA","12","67","1","68",80

"M","55 A 59","VENEZUELA",2019,13,"LOS RÍOS","3","24","","24",27

"M","55 A 59","VENEZUELA",2019,14,"LOS LAGOS","11","122","4","126",137

"M","55 A 59","VENEZUELA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","9","","9",10

"M","55 A 59","VENEZUELA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","26","1","27",28

"M","55 A 59","VENEZUELA",2019,17,"REGIÓN IGNORADA","","1273","18","1291",1291

"M","55 A 59","VENEZUELA",2020,1,"ARICA Y PARINACOTA","4","29","","29",33

"M","55 A 59","VENEZUELA",2020,2,"TARAPACÁ","5","52","4","56",61

"M","55 A 59","VENEZUELA",2020,3,"ANTOFAGASTA","14","95","4","99",113

"M","55 A 59","VENEZUELA",2020,4,"ATACAMA","7","39","1","40",47

"M","55 A 59","VENEZUELA",2020,5,"COQUIMBO","17","145","8","153",170

"M","55 A 59","VENEZUELA",2020,6,"VALPARAÍSO","43","470","17","487",530

"M","55 A 59","VENEZUELA",2020,7,"METROPOLITANA DE SANTIAGO","744","4295","97","4392",5136

"M","55 A 59","VENEZUELA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","22","187","3","190",212

"M","55 A 59","VENEZUELA",2020,9,"MAULE","19","216","3","219",238

"M","55 A 59","VENEZUELA",2020,10,"ÑUBLE","8","55","","55",63

"M","55 A 59","VENEZUELA",2020,11,"BIOBÍO","17","253","5","258",275

"M","55 A 59","VENEZUELA",2020,12,"LA ARAUCANÍA","13","74","4","78",91

"M","55 A 59","VENEZUELA",2020,13,"LOS RÍOS","3","32","","32",35

"M","55 A 59","VENEZUELA",2020,14,"LOS LAGOS","12","157","5","162",174

"M","55 A 59","VENEZUELA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","10","","10",11

"M","55 A 59","VENEZUELA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","29","","29",31

"M","55 A 59","VENEZUELA",2020,17,"REGIÓN IGNORADA","","415","83","498",498

"M","55 A 59","VENEZUELA",2021,1,"ARICA Y PARINACOTA","6","33","","33",39

"M","55 A 59","VENEZUELA",2021,2,"TARAPACÁ","3","69","2","71",74

"M","55 A 59","VENEZUELA",2021,3,"ANTOFAGASTA","13","90","2","92",105

"M","55 A 59","VENEZUELA",2021,4,"ATACAMA","8","41","3","44",52

"M","55 A 59","VENEZUELA",2021,5,"COQUIMBO","19","154","8","162",181

"M","55 A 59","VENEZUELA",2021,6,"VALPARAÍSO","45","501","40","541",586

"M","55 A 59","VENEZUELA",2021,7,"METROPOLITANA DE SANTIAGO","789","4646","100","4746",5535

"M","55 A 59","VENEZUELA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","22","216","8","224",246

"M","55 A 59","VENEZUELA",2021,9,"MAULE","18","205","11","216",234

"M","55 A 59","VENEZUELA",2021,10,"ÑUBLE","7","64","","64",71

"M","55 A 59","VENEZUELA",2021,11,"BIOBÍO","17","263","11","274",291

"M","55 A 59","VENEZUELA",2021,12,"LA ARAUCANÍA","14","83","8","91",105

"M","55 A 59","VENEZUELA",2021,13,"LOS RÍOS","4","34","1","35",39

"M","55 A 59","VENEZUELA",2021,14,"LOS LAGOS","14","171","16","187",201

"M","55 A 59","VENEZUELA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","7","","7",7

"M","55 A 59","VENEZUELA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","39","","39",41

"M","55 A 59","VENEZUELA",2021,17,"REGIÓN IGNORADA","","234","720","954",954

"M","55 A 59","VENEZUELA",2022,1,"ARICA Y PARINACOTA","7","33","","33",40

"M","55 A 59","VENEZUELA",2022,2,"TARAPACÁ","5","77","","77",82

"M","55 A 59","VENEZUELA",2022,3,"ANTOFAGASTA","9","99","","99",108

"M","55 A 59","VENEZUELA",2022,4,"ATACAMA","8","42","4","46",54

"M","55 A 59","VENEZUELA",2022,5,"COQUIMBO","23","176","9","185",208

"M","55 A 59","VENEZUELA",2022,6,"VALPARAÍSO","47","491","42","533",580

"M","55 A 59","VENEZUELA",2022,7,"METROPOLITANA DE SANTIAGO","822","4627","104","4731",5553

"M","55 A 59","VENEZUELA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","21","216","6","222",243

"M","55 A 59","VENEZUELA",2022,9,"MAULE","24","218","12","230",254

"M","55 A 59","VENEZUELA",2022,10,"ÑUBLE","6","79","","79",85

"M","55 A 59","VENEZUELA",2022,11,"BIOBÍO","15","287","9","296",311

"M","55 A 59","VENEZUELA",2022,12,"LA ARAUCANÍA","14","84","5","89",103

"M","55 A 59","VENEZUELA",2022,13,"LOS RÍOS","3","37","2","39",42

"M","55 A 59","VENEZUELA",2022,14,"LOS LAGOS","18","179","15","194",212

"M","55 A 59","VENEZUELA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","7","1","8",8

"M","55 A 59","VENEZUELA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","46","","46",49

"M","55 A 59","VENEZUELA",2022,17,"REGIÓN IGNORADA","","749","2640","3389",3389

"M","55 A 59","VENEZUELA",2023,1,"ARICA Y PARINACOTA","5","35","35","70",75

